,,Valor,Valor,Valor,Valor,Valor,Valor,Valor,Valor,datetime,datetime,datetime,datetime,datetime,datetime,datetime,datetime,year,year,year,year,year,year,year,year,month,month,month,month,month,month,month,month,day,day,day,day,day,day,day,day
,,count,mean,min,25%,50%,75%,max,std,count,mean,min,25%,50%,75%,max,std,count,mean,min,25%,50%,75%,max,std,count,mean,min,25%,50%,75%,max,std,count,mean,min,25%,50%,75%,max,std
Santo André - Capuava,MP2.5,115.0,14.191304347826087,3.0,8.0,12.0,17.5,39.0,8.062144214561313,115,2021-12-31 12:53:44.347825920,2021-01-06 01:00:00,2021-07-08 01:00:00,2022-01-11 01:00:00,2022-07-01 01:00:00,2022-12-19 01:00:00,,115.0,2021.513043478261,2021.0,2021.0,2022.0,2022.0,2022.0,0.502017288290136,115.0,6.373913043478261,1.0,3.5,6.0,9.0,12.0,3.336299214475912,115.0,15.608695652173912,1.0,8.0,16.0,23.0,31.0,8.744618046260278
Santo André - Capuava,NO2,29271.0,25.94147791329302,0.0,14.0,21.0,33.0,214.0,18.434119625589172,29271,2021-01-21 09:09:59.446551040,2019-02-23 02:00:00,2020-01-27 13:30:00,2021-01-13 11:00:00,2022-01-11 23:30:00,2022-12-28 11:00:00,,29271.0,2020.5361279081685,2019.0,2020.0,2021.0,2022.0,2022.0,1.1061764779235284,29271.0,6.769977110450617,1.0,4.0,7.0,10.0,12.0,3.3915440573204427,29271.0,15.735847767414848,1.0,8.0,16.0,23.0,31.0,8.739832933417759
Santo André - Capuava,O3,61385.0,39.403828296815185,0.0,20.0,34.0,51.0,280.0,29.560183563468943,61385,2019-01-13 00:38:11.426244096,2015-01-07 14:00:00,2017-02-24 05:00:00,2018-12-29 03:00:00,2020-12-27 01:00:00,2022-12-28 11:00:00,,61385.0,2018.5512747413864,2015.0,2017.0,2018.0,2020.0,2022.0,2.238030060987095,61385.0,6.300464282805246,1.0,3.0,6.0,9.0,12.0,3.416283512826394,61385.0,15.643463386820885,1.0,8.0,16.0,23.0,31.0,8.738633994643335
Santo André - Capuava,PTS,231.0,44.5974025974026,7.0,26.5,40.0,57.5,125.0,24.188710845239395,231,2019-12-28 04:38:10.909090560,2017-01-07 01:00:00,2018-04-30 01:00:00,2019-10-26 01:00:00,2021-09-12 01:00:00,2022-12-19 01:00:00,,231.0,2019.5064935064936,2017.0,2018.0,2019.0,2021.0,2022.0,1.8126850846912155,231.0,6.337662337662338,1.0,3.0,6.0,9.0,12.0,3.3877415445167816,231.0,15.2987012987013,1.0,7.0,15.0,23.0,31.0,8.804245421186108
Santo André - Capuava,SO2,56417.0,2.7032986511157984,0.0,1.0,2.0,3.0,72.0,3.4637089119067253,56417,2019-04-18 18:28:08.618678528,2015-08-05 12:00:00,2017-06-30 11:00:00,2019-04-22 03:00:00,2021-02-03 11:00:00,2022-12-28 11:00:00,,56417.0,2018.7723735753407,2015.0,2017.0,2019.0,2021.0,2022.0,2.112959790364472,56417.0,6.786039668894127,1.0,4.0,7.0,10.0,12.0,3.44475761420432,56417.0,15.793253806476772,1.0,8.0,16.0,23.0,31.0,8.722111898416422
Santo André - Paço Municipal,CO,28587.0,866.2708196343967,0.0,499.064588,748.596882,998.1291759,9482.227171,585.2779716634045,28587,2016-10-13 13:01:52.834504960,2015-01-01 01:00:00,2015-12-02 09:30:00,2016-10-14 12:00:00,2017-08-21 23:00:00,2018-08-07 14:00:00,,28587.0,2016.3229439955223,2015.0,2015.0,2016.0,2017.0,2018.0,1.042149911089487,28587.0,6.046699548745933,1.0,3.0,6.0,9.0,12.0,3.3609376747475608,28587.0,15.784692342673242,1.0,8.0,16.0,23.0,31.0,8.751019733223725
Santo André - Paço Municipal,MP10,30093.0,28.620011298308576,0.0,15.0,24.0,36.0,550.0,21.08535616858187,30093,2016-10-23 04:21:20.271159552,2015-01-01 01:00:00,2015-12-15 15:00:00,2016-10-25 19:00:00,2017-09-07 11:00:00,2018-08-07 14:00:00,,30093.0,2016.3542352042002,2015.0,2015.0,2016.0,2017.0,2018.0,1.0471068222342466,30093.0,5.991891802080218,1.0,3.0,6.0,9.0,12.0,3.3671597686487824,30093.0,15.690326654039145,1.0,8.0,16.0,23.0,31.0,8.880364021245986
Santos,MP10,60978.0,20.16043491095149,0.0,9.0,17.0,27.0,474.0,15.668514957599994,60978,2018-09-18 03:59:54.155269120,2015-01-01 01:00:00,2016-10-18 18:15:00,2018-07-24 04:30:00,2020-04-24 23:45:00,2023-01-01 00:00:00,,60978.0,2018.21863622946,2015.0,2016.0,2018.0,2020.0,2022.0,2.2595029372135538,60978.0,6.449981960707141,1.0,3.0,6.0,10.0,12.0,3.563222813153727,60978.0,15.721637311817377,1.0,8.0,16.0,23.0,31.0,8.756264765917512
Santos,NO,8106.0,16.75462620281273,0.0,0.0,2.0,18.0,233.0,30.739792599266934,8106,2017-07-05 06:30:47.964470784,2017-01-01 05:00:00,2017-04-05 13:15:00,2017-07-03 21:30:00,2017-10-04 19:45:00,2017-12-31 23:00:00,,8106.0,2017.0,2017.0,2017.0,2017.0,2017.0,2017.0,0.0,8106.0,6.609178386380459,1.0,4.0,7.0,10.0,12.0,3.4354877140219795,8106.0,15.92795460152973,1.0,8.0,16.0,23.0,31.0,8.776925088100825
Santos,NO2,31869.0,26.589914964385454,0.0,11.0,25.0,38.0,200.0,18.260868534984528,31869,2017-01-02 20:06:11.081615360,2015-01-01 01:00:00,2016-01-05 07:00:00,2017-01-15 03:00:00,2018-01-04 06:00:00,2018-12-31 23:00:00,,31869.0,2016.5098057673601,2015.0,2016.0,2017.0,2018.0,2018.0,1.119340928862879,31869.0,6.477956634974427,1.0,3.0,7.0,9.0,12.0,3.4425285807452375,31869.0,15.693338353886222,1.0,8.0,16.0,23.0,31.0,8.820942386904477
Santos,O3,57828.0,26.03652210002075,0.0,3.0,23.0,42.0,213.0,23.580140258295206,57828,2018-09-25 00:25:56.214982400,2015-01-01 01:00:00,2016-10-10 14:45:00,2018-07-10 03:30:00,2020-08-09 04:15:00,2023-01-01 00:00:00,,57828.0,2018.2424431071454,2015.0,2016.0,2018.0,2020.0,2022.0,2.2898956996967557,57828.0,6.392145673376219,1.0,3.0,6.0,10.0,12.0,3.563486140720088,57828.0,15.631631735491457,1.0,8.0,15.0,23.0,31.0,8.793449955620913
Santos - Ponta da Praia,MP10,67367.0,26.986670031320973,0.0,13.0,22.0,35.0,578.0,22.82160401458529,67367,2019-01-03 20:09:00.959223296,2015-01-01 01:00:00,2017-01-10 03:30:00,2018-12-22 22:00:00,2020-12-24 23:30:00,2023-01-01 00:00:00,,67367.0,2018.5050544034914,2015.0,2017.0,2018.0,2020.0,2022.0,2.283228996866782,67367.0,6.549022518443748,1.0,4.0,7.0,10.0,12.0,3.4664916039435005,67367.0,15.776062463817595,1.0,8.0,16.0,23.0,31.0,8.80512538414121
Santos - Ponta da Praia,MP2.5,67334.0,13.784002138592687,0.0,6.0,11.0,20.0,159.0,10.845901999039935,67334,2019-01-05 22:07:14.348174848,2015-01-01 01:00:00,2017-01-07 06:15:00,2018-12-22 23:00:00,2021-01-07 13:45:00,2023-01-01 00:00:00,,67334.0,2018.5102474232929,2015.0,2017.0,2018.0,2021.0,2022.0,2.289154939481182,67334.0,6.554623221552262,1.0,4.0,7.0,10.0,12.0,3.4607185798391593,67334.0,15.793388184275404,1.0,8.0,16.0,23.0,31.0,8.80651210553433
Santos - Ponta da Praia,NO,7892.0,26.0886974151039,0.0,1.0,4.0,34.0,347.0,42.97438903893196,7892,2017-07-02 04:20:32.995438336,2017-01-01 02:00:00,2017-03-29 02:45:00,2017-06-30 16:30:00,2017-10-05 05:15:00,2017-12-31 23:00:00,,7892.0,2017.0,2017.0,2017.0,2017.0,2017.0,2017.0,0.0,7892.0,6.506082108464268,1.0,3.0,6.0,10.0,12.0,3.5134787271719627,7892.0,15.947795235681703,1.0,8.0,16.0,24.0,31.0,8.8475484959494
Santos - Ponta da Praia,NO2,62698.0,28.13284315289164,0.0,12.0,25.0,42.0,153.0,19.28838172185456,62698,2019-01-19 02:53:07.393537280,2015-01-01 02:00:00,2016-12-28 10:15:00,2019-01-22 23:30:00,2021-02-16 23:45:00,2023-01-01 00:00:00,,62698.0,2018.5460142269292,2015.0,2016.0,2019.0,2021.0,2022.0,2.321777906291708,62698.0,6.55601454591853,1.0,3.0,7.0,10.0,12.0,3.4769279277780525,62698.0,15.852610928578263,1.0,8.0,16.0,23.0,31.0,8.805183310504393
Santos - Ponta da Praia,O3,61608.0,26.47135112323075,0.0,3.0,26.0,42.0,208.0,22.71486214656826,61608,2018-12-16 13:37:38.005454080,2015-01-01 01:00:00,2016-12-15 07:45:00,2018-11-30 19:30:00,2020-12-18 23:15:00,2023-01-01 00:00:00,,61608.0,2018.4596480976497,2015.0,2016.0,2018.0,2020.0,2022.0,2.290667667166015,61608.0,6.492841838722244,1.0,3.0,7.0,10.0,12.0,3.470629378840965,61608.0,15.790871315413582,1.0,8.0,16.0,23.0,31.0,8.86947826445756
Santos - Ponta da Praia,SO2,62093.0,8.482759731370686,0.0,1.0,3.0,10.0,338.0,12.735202506759478,62093,2018-12-10 10:32:24.393087744,2015-01-01 01:00:00,2016-12-21 23:00:00,2018-11-18 17:00:00,2020-11-12 06:00:00,2023-01-01 00:00:00,,62093.0,2018.436699789026,2015.0,2016.0,2018.0,2020.0,2022.0,2.2653431158364117,62093.0,6.563944405971688,1.0,4.0,7.0,10.0,12.0,3.4567233613024735,62093.0,15.879471115906785,1.0,8.0,16.0,24.0,31.0,8.839285229825428
Sorocaba,MP10,64073.0,23.449565339534594,0.0,11.0,18.0,30.0,517.0,20.235192862707105,64073,2018-12-05 09:09:39.108204544,2015-01-01 01:00:00,2016-12-01 01:00:00,2018-10-10 13:00:00,2021-01-16 08:00:00,2023-01-01 00:00:00,,64073.0,2018.4270597599614,2015.0,2016.0,2018.0,2021.0,2022.0,2.3107726911049897,64073.0,6.521701808874253,1.0,4.0,7.0,9.0,12.0,3.4283328311719794,64073.0,15.65729714544348,1.0,8.0,16.0,23.0,31.0,8.811853008582759
Sorocaba,NO,6938.0,6.222398385701932,0.0,0.0,2.0,5.0,162.0,14.370666305483272,6938,2017-06-20 04:12:52.614586112,2017-01-01 02:00:00,2017-03-16 12:15:00,2017-05-30 05:30:00,2017-10-09 19:30:00,2017-12-31 23:00:00,,6938.0,2017.0,2017.0,2017.0,2017.0,2017.0,2017.0,0.0,6938.0,6.1118477947535315,1.0,3.0,5.0,10.0,12.0,3.6175697285798876,6938.0,15.969299509945229,1.0,8.0,16.0,24.0,31.0,9.00534383017821
Sorocaba,NO2,59595.0,18.099538551891936,0.0,8.0,13.0,24.0,130.0,15.462316194261481,59595,2018-12-06 07:25:29.343065600,2015-01-01 02:00:00,2016-10-30 23:00:00,2018-11-01 17:00:00,2021-02-02 14:30:00,2023-01-01 00:00:00,,59595.0,2018.4451883547276,2015.0,2016.0,2018.0,2021.0,2022.0,2.3509489356617337,59595.0,6.330799563721789,1.0,3.0,6.0,9.0,12.0,3.431294148205556,59595.0,15.78838828760802,1.0,8.0,16.0,23.0,31.0,8.829038114644904
Sorocaba,O3,62007.0,38.97271275823697,0.0,19.0,36.0,54.0,179.0,27.95063978735688,62007,2018-12-21 05:24:18.996564992,2015-01-01 01:00:00,2016-11-25 08:30:00,2018-12-01 11:00:00,2021-01-20 00:30:00,2023-01-01 00:00:00,,62007.0,2018.4748173593305,2015.0,2016.0,2018.0,2021.0,2022.0,2.3187252072827165,62007.0,6.466979534568678,1.0,4.0,6.0,10.0,12.0,3.4595317845516167,62007.0,15.730933604270486,1.0,8.0,16.0,23.0,31.0,8.812014330404983
Sorocaba - Centro,FMC,392.0,17.051020408163264,2.0,10.0,15.0,22.0,62.0,9.633564989331546,392,2018-09-29 08:02:26.938775552,2015-01-09 01:00:00,2016-11-29 13:00:00,2018-08-13 01:00:00,2020-05-18 13:00:00,2022-12-27 01:00:00,,392.0,2018.2551020408164,2015.0,2016.0,2018.0,2020.0,2022.0,2.235776180709063,392.0,6.400510204081633,1.0,4.0,6.0,9.0,12.0,3.4307619585543816,392.0,15.64030612244898,1.0,8.0,16.0,23.0,31.0,8.790875757354394
São Bernardo do Campo,PTS,273.0,51.586080586080584,6.0,31.0,44.0,65.0,167.0,28.87079655591258,273,2018-11-26 19:27:41.538461696,2015-01-09 01:00:00,2016-04-29 01:00:00,2018-12-02 01:00:00,2021-06-29 01:00:00,2022-12-19 01:00:00,,273.0,2018.4212454212454,2015.0,2016.0,2018.0,2021.0,2022.0,2.5671545077678624,273.0,6.336996336996337,1.0,3.0,6.0,9.0,12.0,3.3982025617555274,273.0,15.377289377289378,1.0,8.0,16.0,23.0,31.0,8.769964449702242
São Bernardo do Campo - Centro,CO,63472.0,597.8718596167657,0.0,374.2984409799554,499.06458797327394,623.830735,7610.734967,460.0931624311444,63472,2018-12-22 13:12:23.742122496,2015-01-01 01:00:00,2016-12-14 16:45:00,2018-11-20 05:00:00,2020-12-12 22:15:00,2023-01-01 00:00:00,,63472.0,2018.4675762540962,2015.0,2016.0,2018.0,2020.0,2022.0,2.3116215672794125,63472.0,6.595695739853793,1.0,4.0,7.0,9.0,12.0,3.367832244225043,63472.0,15.774357196874213,1.0,8.0,16.0,23.0,31.0,8.770008684120087
São Bernardo do Campo - Centro,MP2.5,66469.0,15.582647549985708,0.0,7.0,13.0,21.0,201.0,12.467374058907431,66469,2019-01-23 04:09:56.795498752,2015-01-01 01:00:00,2017-01-09 03:00:00,2019-02-20 13:00:00,2021-02-03 07:00:00,2023-01-01 00:00:00,,66469.0,2018.558982382765,2015.0,2017.0,2019.0,2021.0,2022.0,2.300413007601476,66469.0,6.536159713550678,1.0,4.0,7.0,10.0,12.0,3.42840515523097,66469.0,15.802509440491056,1.0,8.0,16.0,23.0,31.0,8.850039619184656
São Bernardo do Campo - Centro,NO,8088.0,5.5222551928783385,0.0,1.0,2.0,4.0,223.0,13.084717888589516,8088,2017-07-02 23:16:37.477745152,2017-01-01 02:00:00,2017-04-01 11:45:00,2017-07-01 18:30:00,2017-10-04 23:00:00,2017-12-31 23:00:00,,8088.0,2017.0,2017.0,2017.0,2017.0,2017.0,2017.0,0.0,8088.0,6.541666666666667,1.0,4.0,7.0,10.0,12.0,3.4763586781463873,8088.0,15.667037586547972,1.0,8.0,16.0,23.0,31.0,8.794820779226443
São Bernardo do Campo - Centro,NO2,62279.0,26.326337930923746,0.0,13.0,21.0,34.0,213.0,19.713289636748108,62279,2018-12-16 23:24:26.150708992,2015-01-01 02:00:00,2016-12-07 05:30:00,2018-11-07 15:00:00,2021-01-31 15:30:00,2022-12-31 00:00:00,,62279.0,2018.4632701231556,2015.0,2016.0,2018.0,2021.0,2022.0,2.3197391388307493,62279.0,6.464554665296489,1.0,4.0,6.0,9.0,12.0,3.415149178756004,62279.0,15.746126302606015,1.0,8.0,16.0,23.0,31.0,8.790870747914752
São Bernardo do Campo - Centro,O3,65321.0,44.394268305751595,0.0,23.0,39.0,57.0,291.0,32.48125937937732,65321,2019-01-03 21:51:04.031475456,2015-01-01 01:00:00,2016-12-21 14:00:00,2018-12-14 04:00:00,2021-01-22 15:00:00,2023-01-01 00:00:00,,65321.0,2018.5061465684848,2015.0,2016.0,2018.0,2021.0,2022.0,2.3134560126541217,65321.0,6.537621898011359,1.0,4.0,7.0,10.0,12.0,3.423688672191325,65321.0,15.795609375239204,1.0,8.0,16.0,23.0,31.0,8.803958099139422
São Bernardo do Campo - Paulicéia,MP10,68479.0,25.865637640736576,0.0,12.0,21.0,34.0,285.0,20.03604069325052,68479,2018-12-23 10:00:57.565092864,2015-01-01 01:00:00,2016-12-18 01:30:00,2018-12-24 19:00:00,2020-12-10 11:30:00,2023-01-01 00:00:00,,68479.0,2018.4717066545948,2015.0,2016.0,2018.0,2020.0,2022.0,2.2812962972797557,68479.0,6.577359482469078,1.0,4.0,7.0,10.0,12.0,3.4181417656071496,68479.0,15.69101476365017,1.0,8.0,16.0,23.0,31.0,8.778985138415308
São Caetano do Sul,CO,64010.0,621.0492744018426,0.0,249.532294,499.06458797327394,748.5968819599109,9981.291759,613.7309209518472,64010,2019-01-29 11:32:08.567411712,2015-01-01 01:00:00,2017-01-17 22:15:00,2019-02-01 16:30:00,2021-02-13 02:45:00,2023-01-01 00:00:00,,64010.0,2018.5737384783627,2015.0,2017.0,2019.0,2021.0,2022.0,2.3077536522282247,64010.0,6.569817216059991,1.0,4.0,7.0,10.0,12.0,3.4626908223858335,64010.0,15.693251054522731,1.0,8.0,16.0,23.0,31.0,8.833773670231697
São Caetano do Sul,MP10,64463.0,29.89144160215938,0.0,14.0,24.0,39.0,301.0,23.515228453649485,64463,2019-01-03 03:04:49.170532096,2015-01-01 01:00:00,2016-12-02 08:30:00,2018-12-13 23:00:00,2021-02-13 00:30:00,2023-01-01 00:00:00,,64463.0,2018.4965639203886,2015.0,2016.0,2018.0,2021.0,2022.0,2.3388888375709675,64463.0,6.627693405519445,1.0,4.0,7.0,10.0,12.0,3.4735035154769984,64463.0,15.780308083706933,1.0,8.0,16.0,23.0,31.0,8.834810264330061
São Caetano do Sul,MP2.5,39554.0,15.712873539970673,0.0,7.0,12.0,21.0,193.0,13.319138161954275,39554,2020-07-30 03:25:45.977650944,2017-01-07 01:00:00,2019-05-04 17:15:00,2020-09-09 02:30:00,2021-11-02 12:45:00,2023-01-01 00:00:00,,39554.0,2020.0645193912121,2017.0,2019.0,2020.0,2021.0,2022.0,1.4373661511852776,39554.0,6.674495626232492,1.0,4.0,7.0,10.0,12.0,3.4626567017202525,39554.0,15.694316630429286,1.0,8.0,16.0,23.0,31.0,8.878700045557864
São Caetano do Sul,NO,7680.0,15.034765625,0.0,3.0,6.0,15.0,356.0,27.55009340299275,7680,2017-07-01 22:24:54.843749632,2017-01-01 02:00:00,2017-03-27 20:45:00,2017-06-19 12:30:00,2017-10-03 16:15:00,2017-12-31 23:00:00,,7680.0,2017.0,2017.0,2017.0,2017.0,2017.0,2017.0,0.0,7680.0,6.492578125,1.0,3.0,6.0,10.0,12.0,3.542195869250169,7680.0,16.120703125,1.0,9.0,16.0,24.0,31.0,8.723973315262239
São Caetano do Sul,NO2,63783.0,32.65898436887572,0.0,17.0,27.0,42.0,273.0,21.84398098632147,63783,2019-01-19 08:21:02.311273984,2015-01-01 15:00:00,2017-01-16 20:30:00,2019-01-03 07:00:00,2021-01-24 02:30:00,2023-01-01 00:00:00,,63783.0,2018.5409278334353,2015.0,2017.0,2019.0,2021.0,2022.0,2.293823029978626,63783.0,6.6310615681294385,1.0,4.0,7.0,10.0,12.0,3.4600896050481023,63783.0,15.66680777009548,1.0,8.0,16.0,23.0,31.0,8.810178768062261
São Caetano do Sul,O3,64780.0,38.749876505094164,0.0,17.0,33.0,51.0,363.0,31.005944519031374,64780,2019-01-12 14:48:27.230626816,2015-01-01 01:00:00,2017-01-04 23:00:00,2019-01-01 09:30:00,2021-01-15 11:15:00,2023-01-01 00:00:00,,64780.0,2018.5284501389317,2015.0,2017.0,2019.0,2021.0,2022.0,2.2997572098828942,64780.0,6.557131830811979,1.0,4.0,7.0,10.0,12.0,3.468834445429162,64780.0,15.754121642482248,1.0,8.0,16.0,23.0,31.0,8.830468761824939
São Caetano do Sul,SO2,57195.0,2.7270390768423813,0.0,1.0,2.0,3.0,63.0,3.485758832103171,57195,2018-11-21 16:48:40.409126912,2015-01-01 01:00:00,2016-10-31 05:30:00,2018-10-29 06:00:00,2020-11-13 02:30:00,2023-01-01 00:00:00,,57195.0,2018.385523210071,2015.0,2016.0,2018.0,2020.0,2022.0,2.312852917502714,57195.0,6.567479674796748,1.0,4.0,7.0,9.0,12.0,3.3728880220123743,57195.0,15.749855756622082,1.0,8.0,16.0,23.0,31.0,8.785765390826231
São Carlos - Centro,FMC,246.0,11.536585365853659,2.0,7.0,10.0,14.0,39.0,6.412096582117054,246,2017-03-08 16:07:19.024390144,2015-01-09 01:00:00,2016-01-19 13:00:00,2017-02-03 01:00:00,2018-05-16 13:00:00,2019-07-22 01:00:00,,246.0,2016.7073170731708,2015.0,2016.0,2017.0,2018.0,2019.0,1.3262296246961167,246.0,6.247967479674797,1.0,3.0,6.0,9.0,12.0,3.527081225949909,246.0,15.902439024390244,1.0,8.25,16.0,23.0,31.0,8.709754919719206
São José do Rio Preto,MP10,67303.0,33.19948590701752,0.0,15.0,26.0,44.0,569.0,25.796835894741204,67303,2018-12-29 02:40:49.174628096,2015-01-05 16:00:00,2016-12-26 17:30:00,2019-01-04 15:00:00,2020-12-15 23:30:00,2023-01-01 00:00:00,,67303.0,2018.489190675007,2015.0,2016.0,2019.0,2020.0,2022.0,2.283253393363375,67303.0,6.552055629020995,1.0,4.0,7.0,9.0,12.0,3.4133512684997434,67303.0,15.779118315676865,1.0,8.0,16.0,23.0,31.0,8.81538988482327
São José do Rio Preto,MP2.5,64819.0,15.088184020117557,0.0,7.0,12.0,20.0,390.0,13.078190329693378,64819,2018-11-22 20:02:23.791172096,2015-01-05 16:00:00,2016-12-03 10:30:00,2018-11-05 19:00:00,2020-09-27 09:30:00,2023-01-01 00:00:00,,64819.0,2018.4012712322005,2015.0,2016.0,2018.0,2020.0,2022.0,2.270992950179702,64819.0,6.414585229639457,1.0,4.0,6.0,9.0,12.0,3.3846641334562313,64819.0,15.813912587358645,1.0,8.0,16.0,23.0,31.0,8.816624852785758
São José do Rio Preto,NO,7729.0,6.827273903480399,0.0,1.0,2.0,6.0,267.0,15.902501246439362,7729,2017-07-07 11:46:52.368999936,2017-01-02 02:00:00,2017-04-14 22:00:00,2017-07-08 19:00:00,2017-10-01 17:00:00,2017-12-31 23:00:00,,7729.0,2017.0,2017.0,2017.0,2017.0,2017.0,2017.0,0.0,7729.0,6.686505369388019,1.0,4.0,7.0,10.0,12.0,3.3747057710491717,7729.0,15.805925734247639,1.0,8.0,16.0,23.0,31.0,8.64975023725218
São José do Rio Preto,NO2,58162.0,19.612943158763454,0.0,8.0,13.0,25.0,150.0,18.118862041491944,58162,2018-10-19 02:11:05.197207808,2015-01-05 12:00:00,2016-11-16 18:15:00,2018-09-18 16:30:00,2020-06-29 04:45:00,2023-01-01 00:00:00,,58162.0,2018.3038066091262,2015.0,2016.0,2018.0,2020.0,2022.0,2.2465573930570986,58162.0,6.444173171486538,1.0,3.0,6.0,9.0,12.0,3.467805369694116,58162.0,15.738059213919742,1.0,8.0,16.0,23.0,31.0,8.811528307021991
São José do Rio Preto,O3,53118.0,39.45493053202304,0.0,17.0,36.0,57.0,193.0,28.486833813717233,53118,2018-09-01 13:22:27.272111104,2015-01-05 12:00:00,2016-10-14 03:15:00,2018-06-14 02:30:00,2020-01-26 07:45:00,2023-01-01 00:00:00,,53118.0,2018.187958883994,2015.0,2016.0,2018.0,2020.0,2022.0,2.297856431928143,53118.0,6.271358108362514,1.0,3.0,6.0,9.0,12.0,3.523762639936307,53118.0,15.819627998042096,1.0,8.0,16.0,23.0,31.0,8.7305932869461
São José dos Campos,MP10,64677.0,22.79272384309724,0.0,11.0,18.0,29.0,378.0,18.60280795268337,64677,2018-12-03 18:43:31.122965248,2015-01-01 01:00:00,2017-01-12 15:00:00,2018-12-08 23:00:00,2020-10-24 22:00:00,2022-10-29 19:00:00,,64677.0,2018.4336162778113,2015.0,2017.0,2018.0,2020.0,2022.0,2.2502816650438753,64677.0,6.387850395039968,1.0,3.0,6.0,9.0,12.0,3.413378081827626,64677.0,15.730429673608857,1.0,8.0,16.0,23.0,31.0,8.7749864490855
São José dos Campos,NO,8141.0,9.698317160054048,0.0,1.0,3.0,8.0,348.0,20.59769991138443,8141,2017-07-04 12:25:23.842279936,2017-01-01 02:00:00,2017-04-04 17:00:00,2017-07-03 16:00:00,2017-10-03 06:00:00,2017-12-31 23:00:00,,8141.0,2017.0,2017.0,2017.0,2017.0,2017.0,2017.0,0.0,8141.0,6.591942021864636,1.0,4.0,7.0,10.0,12.0,3.427996302249344,8141.0,15.696597469598329,1.0,8.0,16.0,23.0,31.0,8.784888995437042
São José dos Campos,NO2,58710.0,19.922619655935957,0.0,11.0,17.0,26.0,153.0,12.86729366522462,58710,2018-11-23 20:18:28.451711744,2015-01-01 02:00:00,2017-02-09 21:15:00,2018-11-24 19:30:00,2020-09-18 17:45:00,2022-11-17 00:00:00,,58710.0,2018.409623573497,2015.0,2017.0,2018.0,2020.0,2022.0,2.206742553220936,58710.0,6.350417305399421,1.0,3.0,6.0,9.0,12.0,3.4634275811527737,58710.0,15.682677567705673,1.0,8.0,16.0,23.0,31.0,8.773653344979722
São José dos Campos,O3,61553.0,37.793706236901535,0.0,17.0,33.0,53.0,221.0,27.473939752222943,61553,2018-11-26 03:17:09.064383744,2015-01-01 01:00:00,2017-01-16 14:00:00,2018-11-30 23:00:00,2020-10-10 04:00:00,2022-11-25 09:00:00,,61553.0,2018.4147320195605,2015.0,2017.0,2018.0,2020.0,2022.0,2.2421509144940774,61553.0,6.361574578005946,1.0,3.0,6.0,9.0,12.0,3.4588091879574185,61553.0,15.771270287394604,1.0,8.0,16.0,23.0,31.0,8.744977683732653
São José dos Campos,SO2,59470.0,1.724785606187994,0.0,1.0,1.0,1.0,192.0,3.2805927855817294,59470,2018-12-09 04:29:53.885992704,2015-01-01 01:00:00,2017-02-02 06:15:00,2018-12-12 02:30:00,2020-11-14 23:45:00,2022-11-25 09:00:00,,59470.0,2018.449890701194,2015.0,2017.0,2018.0,2020.0,2022.0,2.259331410811012,59470.0,6.369278627879603,1.0,3.0,6.0,9.0,12.0,3.4423135840735286,59470.0,15.7454178577434,1.0,8.0,16.0,23.0,31.0,8.807294768744699
São José dos Campos - Jardim Satélite,CO,55412.0,345.51162244471317,0.0,124.76614699331849,249.532294,374.298441,4741.113586,321.8125976861978,55412,2019-02-12 08:15:25.922182912,2015-06-02 02:00:00,2017-03-06 16:45:00,2019-02-17 00:30:00,2021-02-01 21:15:00,2022-12-18 05:00:00,,55412.0,2018.6131343391323,2015.0,2017.0,2019.0,2021.0,2022.0,2.220870426117539,55412.0,6.550819317115426,1.0,4.0,7.0,9.0,12.0,3.3898379986018443,55412.0,15.730058471089295,1.0,8.0,16.0,23.0,31.0,8.750228447903577
São José dos Campos - Jardim Satélite,MP10,59262.0,21.101110323647532,0.0,10.0,18.0,28.0,330.0,16.13050992839197,59262,2019-02-04 09:41:17.088184576,2015-06-02 01:00:00,2017-03-10 10:15:00,2019-02-13 02:30:00,2020-11-15 00:45:00,2023-01-01 00:00:00,,59262.0,2018.5800512976275,2015.0,2017.0,2019.0,2020.0,2022.0,2.1772494244289415,59262.0,6.689666227936958,1.0,4.0,7.0,10.0,12.0,3.373659331776588,59262.0,15.671003341095474,1.0,8.0,16.0,23.0,31.0,8.790148511700677
São José dos Campos - Jardim Satélite,MP2.5,53901.0,11.524591380493868,0.0,5.0,9.0,16.0,127.0,9.167338018607445,53901,2018-11-11 02:39:21.061946880,2015-06-02 01:00:00,2017-01-15 04:00:00,2018-08-28 11:00:00,2020-05-20 23:00:00,2023-01-01 00:00:00,,53901.0,2018.344873007922,2015.0,2017.0,2018.0,2020.0,2022.0,2.1391229613338587,53901.0,6.706183558746591,1.0,4.0,7.0,10.0,12.0,3.4045092574742166,53901.0,15.784679319493145,1.0,8.0,16.0,23.0,31.0,8.78096164154679
